AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1203
45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,645
25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,966
45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,2081
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,79
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,190
35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1859
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1198
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2323
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,145
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,820
45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,82
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,750
65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1699
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1486
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,2229
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1520
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,2350
35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1273
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,2425
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1449
25-34,B,25-34K,Renter,1 Adult Kids,3,2,547
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,2261
65+,A,25-34K,Homeowner,Single Female,2,None/Unknown,296
35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1227
35-44,U,15-24K,Renter,2 Adults Kids,4,2,1625
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2236
19-24,B,Under 15K,Renter,1 Adult Kids,2,1,399
45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,743
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2372
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2464
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,532
45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,757
45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,2149
45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1972
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1424
65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,440
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,916
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,636
65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1244
35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,10
25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,2325
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2375
55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,240
25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,271
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2371
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,1377
65+,A,100-124K,Homeowner,Single Female,2,None/Unknown,778
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1096
35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,965
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1655
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1733
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1284
55-64,U,15-24K,Unknown,Single Male,1,None/Unknown,2104
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1794
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,813
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,617
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,985
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,568
19-24,B,50-74K,Unknown,2 Adults Kids,3,1,528
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,474
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,687
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,175
25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,2247
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2257
35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown,1145
35-44,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,223
45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,604
45-54,A,25-34K,Unknown,2 Adults Kids,3,1,2417
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,905
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1856
35-44,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,142
25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,2477
35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1544
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1037
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,736
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,641
25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown,1202
45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,1466
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1704
19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,519
19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1551
35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,1356
25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,1827
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1331
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,544
65+,B,25-34K,Unknown,Single Female,1,None/Unknown,807
55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2027
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,2180
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1784
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,616
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,54
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1613
35-44,B,125-149K,Unknown,Single Female,1,None/Unknown,1097
45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,2151
25-34,A,75-99K,Renter,2 Adults Kids,3,1,2225
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1034
19-24,A,35-49K,Renter,2 Adults Kids,3,1,1044
45-54,U,15-24K,Unknown,2 Adults Kids,4,2,2197
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1636
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1417
45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown,684
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1374
25-34,A,100-124K,Renter,1 Adult Kids,4,2,1739
45-54,A,75-99K,Homeowner,Unknown,3,1,204
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,129
45-54,U,15-24K,Renter,Single Male,1,None/Unknown,1345
55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,122
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2327
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1241
19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2039
45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,1110
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2146
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,1967
45-54,U,50-74K,Homeowner,Single Male,1,None/Unknown,210
35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1808
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,783
35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,665
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1320
19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,359
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,862
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2021
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,2352
35-44,B,150-174K,Homeowner,Single Male,1,None/Unknown,681
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,287
35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,796
35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,427
35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,1019
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1308
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,1886
25-34,A,15-24K,Homeowner,2 Adults Kids,3,1,2028
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2048
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,730
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,128
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1125
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1670
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,843
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1106
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,556
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,448
25-34,A,35-49K,Unknown,2 Adults Kids,3,1,637
35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown,1877
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,374
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2310
55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,1059
19-24,U,250K+,Unknown,Single Female,1,None/Unknown,654
45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,1957
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2382
55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,140
25-34,A,15-24K,Renter,2 Adults Kids,4,2,1444
45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,850
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1940
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1329
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,2396
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,76
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,84
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,599
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,116
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1506
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,989
45-54,B,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,775
45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,141
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1420
65+,U,Under 15K,Homeowner,Single Female,1,None/Unknown,244
35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,32
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1373
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1027
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,921
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,202
65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,930
45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1640
19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+,724
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2470
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,63
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1280
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1941
55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,1635
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,512
45-54,U,125-149K,Homeowner,Unknown,5+,3+,780
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,186
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1905
45-54,U,175-199K,Unknown,2 Adults Kids,3,1,1554
45-54,U,175-199K,Unknown,Single Female,1,None/Unknown,191
45-54,A,75-99K,Homeowner,Unknown,3,1,1132
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1672
25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,2161
25-34,U,15-24K,Homeowner,2 Adults Kids,4,2,2410
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,1252
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1410
19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,459
35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,1088
65+,A,35-49K,Unknown,Single Male,2,None/Unknown,2387
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1181
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1731
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1210
25-34,A,25-34K,Homeowner,2 Adults Kids,3,1,564
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,2015
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,12
35-44,A,50-74K,Unknown,Single Male,2,None/Unknown,53
55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown,1593
65+,U,15-24K,Unknown,Single Female,1,None/Unknown,1155
35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,1867
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2379
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,234
19-24,B,35-49K,Renter,Single Female,1,None/Unknown,153
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,295
19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,1092
35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,2385
35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown,1832
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1413
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1112
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,677
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1278
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,940
25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,1904
35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,1565
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1968
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1108
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,678
65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2022
65+,U,Under 15K,Renter,Single Male,1,None/Unknown,1811
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1294
35-44,B,75-99K,Renter,Single Male,1,None/Unknown,524
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,6
45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1723
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1107
25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,1372
25-34,U,50-74K,Unknown,Unknown,5+,3+,902
65+,U,15-24K,Homeowner,Single Female,1,None/Unknown,529
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1083
25-34,B,25-34K,Unknown,1 Adult Kids,3,2,626
25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,1809
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2340
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1780
45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,737
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,504
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2346
45-54,A,25-34K,Renter,Single Male,2,None/Unknown,760
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1201
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1246
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,167
35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+,1416
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,580
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1615
35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2035
25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,1849
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1783
35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+,1340
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,81
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,333
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1295
25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,561
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,729
19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,1214
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,188
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,1477
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2005
25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,703
45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,482
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1511
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1969
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1379
45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown,419
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,1165
35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,37
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,839
35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+,90
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2482
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1361
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,679
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2391
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1932
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1730
35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1065
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,323
25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown,499
55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,935
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,112
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,925
25-34,U,35-49K,Unknown,1 Adult Kids,2,1,278
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,447
55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,1115
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,2000
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1013
25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,591
55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,896
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1274
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,227
25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown,91
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,587
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,910
25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,893
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1756
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,174
55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,402
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1105
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2480
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,639
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,2187
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,1405
65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,974
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,2032
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1897
55-64,B,25-34K,Homeowner,Single Male,1,None/Unknown,944
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,517
19-24,U,50-74K,Unknown,2 Adults Kids,3,1,41
45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,892
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1366
35-44,U,50-74K,Unknown,1 Adult Kids,3,2,830
25-34,A,35-49K,Renter,2 Adults Kids,5+,3+,247
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,1837
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,453
19-24,B,250K+,Homeowner,Single Male,1,None/Unknown,1884
35-44,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,1093
25-34,B,150-174K,Homeowner,Single Male,1,None/Unknown,2178
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,310
45-54,U,175-199K,Homeowner,2 Adults Kids,3,1,1498
45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,1701
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1991
35-44,U,75-99K,Unknown,Unknown,1,None/Unknown,1510
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2304
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1523
45-54,U,25-34K,Homeowner,Single Female,1,None/Unknown,1129
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,849
25-34,B,35-49K,Homeowner,Single Male,1,None/Unknown,2128
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,87
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1480
25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,749
35-44,U,15-24K,Homeowner,2 Adults Kids,3,1,1472
55-64,B,175-199K,Homeowner,Single Female,1,None/Unknown,1587
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1141
45-54,A,35-49K,Renter,2 Adults Kids,5+,3+,1915
45-54,B,25-34K,Renter,2 Adults Kids,4,2,870
35-44,B,35-49K,Renter,Single Male,1,None/Unknown,75
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1659
65+,A,50-74K,Probable Renter,Single Female,2,None/Unknown,1208
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,431
35-44,A,35-49K,Homeowner,1 Adult Kids,3,1,2072
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,931
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,380
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,1573
45-54,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1216
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,407
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1860
45-54,U,175-199K,Homeowner,Single Male,1,None/Unknown,2227
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,594
45-54,U,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,422
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,137
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,486
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1673
65+,U,Under 15K,Homeowner,1 Adult Kids,3,2,38
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,632
55-64,U,100-124K,Homeowner,Unknown,1,None/Unknown,1243
19-24,U,50-74K,Unknown,Single Male,1,None/Unknown,738
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1906
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,4
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,9
25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,2171
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2287
45-54,A,25-34K,Renter,2 Adults No Kids,2,None/Unknown,1411
45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,1298
25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1111
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2452
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1883
25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+,555
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,838
25-34,A,50-74K,Unknown,Single Female,2,None/Unknown,2283
35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,954
65+,B,125-149K,Unknown,2 Adults No Kids,2,None/Unknown,2113
35-44,A,25-34K,Homeowner,2 Adults Kids,3,1,2142
25-34,U,15-24K,Unknown,Single Female,1,None/Unknown,1963
25-34,A,125-149K,Homeowner,2 Adults Kids,3,1,891
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,522
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1101
45-54,U,15-24K,Unknown,2 Adults Kids,3,1,266
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1983
19-24,U,Under 15K,Probable Renter,Single Female,1,None/Unknown,2219
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1737
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,94
45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+,877
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,572
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,881
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1522
35-44,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,363
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2348
35-44,A,175-199K,Homeowner,2 Adults Kids,5+,3+,1668
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2176
45-54,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,342
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,1570
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1407
25-34,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2056
45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown,2037
35-44,B,25-34K,Unknown,Single Male,1,None/Unknown,1598
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1543
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1064
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,268
45-54,A,75-99K,Homeowner,Unknown,3,1,1386
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,610
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2365
25-34,U,Under 15K,Unknown,2 Adults Kids,3,1,721
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1223
